Gene	Rank
HSBP1	29.98879097
SEC61G	29.74908834
COX6C	28.90642913
PET100	28.87601918
LAMTOR5	28.55035594
ATP5PD	28.46707946
TXN	28.39921151
TMEM258	28.35401204
TMA7	28.08358492
RBX1	28.00870045
SEM1	27.93391778
NDUFA4	27.88909706
ATP5F1E	27.8816305
SON	27.85177445
DPY30	27.76975429
RPL7	27.76975429
LSM3	27.71018064
SKP1	27.66554316
AL512646.1	27.62837325
MYL6	27.62837325
COX7A2	27.61351242
COX6A1	27.5912288
OSTC	27.55413346
DDX18	27.42809553
HSPE1	27.42809553
NDUFA1	27.37629281
ELOB	27.34671365
RPS14	27.34671365
MALAT1	27.29499517
RPS3A	27.26545494
SNRPG	27.25807389
ROMO1	27.24331485
CALM1	27.22118392
ATP5PO	27.18431939
PPIA	27.18431939
HMGB1	27.17694954
RPL21	27.16958071
RPS25	27.16221289
TMSB10	27.14748032
RPS27	27.11802737
SNRPD2	27.08859072
RPL23A	27.02241778
ATP5MG	26.99303406
UBL5	26.95632729
PSMA2	26.95632729
RPL35	26.78780392
SERF2	26.78780392
RPS15A	26.75123965
SRP14	26.72200655
NDUFS5	26.69278973
MIF	26.67088781
NOP10	26.64899504
RBM8A	26.63440495
RPL31	26.48145479
RPS18	26.47418264
RPL21P16	26.44516095
UQCR10	26.43783717
RPL34	26.40877911
ATP5PF	26.38699626
H2AFZ	26.37973734
NDUFB4	26.2927097
RPS21	26.27821934
MT.RNR2	26.26393018
ATP5MPL	26.24201125
NDUFA6	26.24201125
DBI	26.2058286
RPL32	26.17690079
RPL27	26.15521562
SLIRP	26.14798927
TOMM7	26.11189515
RPL41	26.09021506
HMGB2	26.09021506
SNRPE	26.07578168
RPS19	26.04692714
COX5B	26.03971605
OST4	26.03250597
STMN1	26.02529692
RPL39	26.01808888
NPM1	25.9388676
RPL9P9	25.93167177
RPS23	25.91728316
RPL35A	25.87414176
UQCRH	25.84540118
EEF1A1	25.79514433
UQCRQ	25.78799095
LDHB	25.77362094
RPL37	25.72343531
SRP9	25.71269324
HSP90AA1	25.67329953
RPL5	25.64467289
C4orf3	25.60891249
NDUFB2	25.54460787
ATP5F1C	25.54460787
POMP	25.49465013
RAN	25.45899655
PSMB1	25.45899655
FAM162A	25.430492
RPS27A	25.40912426
RPL24	25.3948842
ATP5ME	25.37353172
RPS13	25.37353172
RPS29	25.35218841
RPS7	25.23141588
PRDX3	25.22432077
SUMO2	25.2101336
EXOSC8	25.20304154
RPL37A	25.14634169
RPLP0	25.13217689
RPS26	25.11093734
ATP6V1G1	25.09680422
FKBP3	25.09678272
RPS6	25.02607065
TPI1	24.99075277
TIMM8B	24.96605072
CKS1B	24.94140385
SNRPD1	24.91314292
SELENOH	24.89199796
RPL23	24.87086215
COX7B	24.84269532
MYL12A	24.80750965
MRPL13	24.80058177
RPL22	24.69508641
MT.ATP6	24.68836456
UBB	24.68105181
ATP5IF1	24.57592199
NDUFA2	24.56542686
RPS2	24.52693972
ATP5MD	24.51295394
LDHA	24.51295394
MORF4L1	24.50596258
H3F3A	24.49897223
RPL38	24.4919829
H3F3B	24.4570515
HMGB1P6	24.42216642
CALM2	24.3384749
SNRPF	24.31758013
RPS17	24.2201922
RPL15	24.19934929
FTL	24.1854591
SUMO1	24.13687546
MDK	24.13687546
CNIH4	24.11606916
MDH1	24.11606916
C8orf59	24.08530964
TPT1	24.06063042
UQCRB	24.02611704
SSB	23.94994817
PSMA6	23.94649867
RPS11	23.93613119
TMSB15A	23.92965413
AC004057.1	23.83952622
HMGN1	23.83263349
RPS24	23.82574178
RPS12	23.82574178
RPS20	23.79818509
NDUFB8	23.79818509
RPLP2	23.79129847
SNRPB2	23.77064976
BEX3	23.73624203
RNF181	23.72964869
RPL3	23.72248809
UQCC2	23.66408427
SNRPD3	23.66065074
TMSB4X	23.64691411
PFDN4	23.63662315
RPS8	23.61946316
SUB1	23.53036495
RPL36A	23.52353305
NDUFA13	23.52351294
ENY2	23.51342029
NEDD8	23.50982203
SOX4	23.5029781
RPL27A	23.5029781
LSM5	23.48245743
SOD1	23.44826326
MRPL42	23.44143349
SSBP1	23.37996121
RPL18A	23.3458483
RPL13	23.30494636
HINT1	23.19265967
RPL13A	23.17566497
UBA52	23.16547912
RPS15	23.10776952
UQCR11	23.0806398
LINC01356	23.02666779
TRMT112	23.02642916
TCEAL9	22.98982117
NDUFB1	22.91820301
TXNDC17	22.89793957
RPL17	22.8844357
RPL19	22.85744015
RPL6	22.77655105
PGK1	22.7698169
RPL11	22.76645507
COX7C	22.74289046
HMGN3	22.73957435
HIST1H4C	22.72943333
NACA	22.64206111
MRPL33	22.581842
MT.ND4	22.54203791
MT.ND1	22.52406043
MRPS21	22.48794822
COX6B1	22.46449287
NDUFA12	22.4344242
