Gene	Rank
KCNJ13	19.87670877
GRHL3	18.3281357
AC007325.4	17.58586166
TFAP2C	17.08450649
DLX3	16.80290342
TFAP2A	16.75597792
FOXF2	16.57678242
SGK1	16.3175545
TRIML2	16.30575945
AL138900.3	15.88439394
TMEM191B	14.05883738
DYNC1I1	14.05046007
ERP27	13.53581239
UPK2	13.3012604
PRDM1	13.06372828
DLX5	12.94753731
HAPLN1	12.76625284
TFAP2B	12.74863625
HPGD	12.70979274
LINC02036	12.58323128
BCRP3	12.44507616
MIR205HG	12.26728108
DLX6	10.95276398
CFC1B	10.58649475
DGCR6	10.44492453
EFNA1	10.2591654
PKP2	10.19949224
TMEM191C	9.980212706
GGT5	9.873990242
CFC1	9.868911784
STOM	9.847250864
SEPTIN6	9.822685585
SYT6	9.560294919
MSX2	9.429042541
CLIC3	9.378431541
CD7	9.378431541
MTUS1	9.284117706
ANXA3	9.25965927
AC110619.1	9.254539757
EPAS1	9.190405255
AC023490.3	9.128202559
GRHL1	8.973267073
CXCL12	8.953530289
DMD	8.838056362
ANXA9	8.735730668
KRT23	8.591906943
CTXN3	8.591906943
OVGP1	8.591906943
SULT1A2	8.591906943
RDH12	8.591906943
AL391361.1	8.591906943
AP001360.2	8.591906943
TRADD	8.591906943
PTPRT	8.591906943
CRYBA1	8.591906943
INHA	8.591906943
WNT6	8.591906943
TMPRSS9	8.591906943
AP003032.1	8.591906943
SP7	8.591906943
AC100778.2	8.591906943
AC104772.1	8.591906943
RN7SL578P	8.591906943
LINC02188	8.591906943
KLRC1	8.591906943
LINC01785	8.591906943
ANG	8.546363785
TACSTD2	8.43736731
CLDN4	8.404937667
SLC7A8	8.361624448
USP18	8.359596278
BAMBI	8.310771986
PDPN	8.271719538
GATA5	8.003220782
CLDN10	7.776603157
LY6E	7.68642959
SLC3A2	7.633677041
AC007325.2	7.552388228
C1orf61	7.513253588
ERRFI1	7.468032855
THRB	7.346671976
DIRAS2	7.313978202
TAGLN2	7.19549559
PRSS8	7.051155151
NPFF	6.97075914
AL359538.1	6.858637848
FGF13	6.818475417
KRT8	6.730754395
TMEM265	6.662735286
PCAT14	6.588193121
TPD52	6.534889805
FREM1	6.383747783
DDIT4	6.376991476
PPM1H	6.336331796
BNIPL	6.228953627
C16orf70	6.198403214
LYPD6B	6.150537542
TMEM54	6.126853245
AC025165.3	6.125587282
ACKR3	6.122355466
SVOPL	6.068001955
MUSTN1	6.013898916
LY6G6D	5.891132135
YPEL2	5.882273021
SAT1	5.723885542
FXYD3	5.717312884
SLC39A1	5.703312773
SHISA5	5.703016575
FXYD4	5.696374578
AL035661.1	5.696374578
LINC01972	5.696374578
HMGB1P10	5.696374578
LINC00924	5.696374578
NANOS3	5.684611816
GGT3P	5.659509608
LRRC63	5.659509608
HMGB1P31	5.659509608
AC068254.2	5.659509608
AP002765.1	5.659509608
ADRB1	5.659509608
FBXL21	5.622768339
AL049629.1	5.622768339
PHKA1.AS1	5.622768339
DIO2	5.622768339
AC130456.7	5.622768339
RANP6	5.622768339
AC093323.2	5.622768339
TEAD3	5.504758146
MITF	5.466422095
ZNRF2	5.41245332
PRELID1P1	5.390165332
SERPINB9	5.363295769
ATP6V0E2	5.285732401
PM20D2	5.24767571
AC007326.4	5.219472009
AP001972.5	5.219472009
LINC02471	5.211099564
ELF3	5.15347473
KNDC1	5.126854308
